  -1.9536409127    1.2547292610    2.9269385220
  -0.9736409127    1.2547292610    2.6643483134
  -1.4636409127    2.1034341567    2.6643483134
  -2.4436409127    2.1034341567    2.6643483134
  -2.9336409127    1.2547292610    2.6643483134
  -2.4436409127    0.4060243653    2.6643483134
  -1.4636409127    0.4060243653    2.6643483134
  -1.4291124407    2.8690619039    1.9469385220
  -2.4781693846    2.8690619039    1.9469385220
  -2.4781693846   -0.3596033820    1.9469385220
  -0.9736409127    2.9521390524    0.9669385220
  -1.9536409127    3.2147292610    0.9669385220
  -0.5804075450    2.2524417035   -0.0130614780
  -1.4291124407    2.8690619039   -0.0130614780
  -2.4781693846    2.8690619039   -0.0130614780
  -2.4436409127    2.1034341567   -0.7304712694
  -2.1559877835   -0.5904596862    1.8988100153
  -1.1059877835   -0.5904596862    1.8988100153
  -1.8898091406   -1.4812750914    1.1301566673
  -0.8754918793    1.9731722615   -0.9698433327
  -1.8898091406    2.1190090669   -0.9698433327
  -2.8219524497    1.6933134813   -0.9698433327
  -1.1059877835    1.2281936617   -1.7384966806
  -3.4275708849   -0.2308511440    1.1094134455
  -2.9375708849   -1.0795560397    1.1094134455
  -4.1449806763   -0.2308511440    0.3920036541
  -3.8208042526   -1.2285635865    0.3920036541
  -2.9720993569   -1.8451837870    0.3920036541
  -1.9230424129   -1.8451837870    0.3920036541
  -4.1449806763    0.7491488560   -0.5879963459
  -4.4075708849   -0.2308511440   -0.5879963459
  -4.1449806763   -1.2108511440   -0.5879963459
  -3.4275708849   -1.9282609354   -0.5879963459
  -2.4475708849   -2.1908511440   -0.5879963459
  -2.9720993569    1.3834814989   -1.5679963459
  -3.8208042526    0.7668612985   -1.5679963459
  -4.1449806763   -0.2308511440   -1.5679963459
  -3.8208042526   -1.2285635865   -1.5679963459
  -2.9720993569   -1.8451837870   -1.5679963459
  -1.4675708849   -0.2308511440   -2.2854061374
  -1.9575708849    0.6178537517   -2.2854061374
  -2.9375708849    0.6178537517   -2.2854061374
  -3.4275708849   -0.2308511440   -2.2854061374
  -2.9375708849   -1.0795560397   -2.2854061374
  -1.9575708849   -1.0795560397   -2.2854061374
  -2.4475708849   -0.2308511440   -2.5479963459
  -0.6992540685   -0.8623401111    1.8401622196
  -0.4330754256   -1.7531555163    1.0715088717
   0.5812418357    1.7012918366   -1.0284911283
  -0.4330754256    1.8471286420   -1.0284911283
  -0.6992540685    0.9563132368   -1.7971444763
   0.8148640070   -1.8232642157    0.9487811795
  -0.9011006593   -2.2883840354    0.1801278315
   0.0310426499   -2.7140796209    0.1801278315
   1.0453599111    0.7403677320   -1.9198721685
   0.0310426499    0.8862045374   -1.9198721685
  -0.9011006593    0.4605089518   -1.9198721685
   0.8148640070   -0.0046108678   -2.6885255164
  -0.2351359930   -0.0046108678   -2.6885255164
   0.2898640070   -0.9139375418   -2.9698721685
   1.0381214832   -2.1380531913    0.8205170729
   1.3043001261   -3.0288685965    0.0518637250
   2.3186173873   -2.8830317911    0.0518637250
   0.8184512204   -3.1922606270   -0.9981362750
   1.8162485117   -3.3134151529   -0.9981362750
   2.7560574513   -2.9569926357   -0.9981362750
   3.3817748311   -1.2287265173   -2.0481362750
   1.3043001261    0.5714155618   -2.0481362750
   1.3043001261   -3.0288685965   -2.0481362750
   2.3186173873   -2.8830317911   -2.0481362750
   3.0930700371   -2.2119647500   -2.0481362750
   2.6131214832   -1.2287265173   -2.8167896230
   2.0881214832   -0.3193998434   -2.8167896230
   1.0381214832   -0.3193998434   -2.8167896230
   1.0381214832   -2.1380531913   -2.8167896230
   2.0881214832   -2.1380531913   -2.8167896230
   1.5631214832   -1.2287265173   -3.0981362750
   2.9592572142   -1.5004872342    1.5841339040
   2.1754358572   -2.3913026394    0.8154805560
   3.1897531184   -2.2454658340    0.8154805560
   3.1897531184    1.0631447135   -1.2845194440
